Police Force,Easting,Northing,Casualty Severity,Vehicle Type,Date
Northumbria,426462,576660,Slight,Car,16/11/2015
Northumbria,426518,577031,Slight,Bus or coach (17 or more passenger seats),16/11/2015
Northumbria,431720,574460,Slight,Car,17/11/2015
Northumbria,428625,582108,Slight,Car,17/11/2015
Northumbria,428625,582108,Slight,Car,17/11/2015
Northumbria,428628,582111,Slight,Car,17/11/2015
Northumbria,428643,581668,Serious,Car,18/11/2015
Northumbria,430923,579118,Serious,Car,20/11/2015
Northumbria,423894,575746,Slight,Car,21/11/2015
Northumbria,423894,575746,Slight,Car,21/11/2015
Northumbria,423894,575746,Slight,Car,21/11/2015
Northumbria,432887,577418,Slight,Car,23/11/2015
Northumbria,424709,577099,Slight,Car,24/11/2015
Northumbria,426939,574658,Slight,Car,25/11/2015
Northumbria,427679,577286,Slight,Bus or coach (17 or more passenger seats),26/11/2015
Northumbria,428345,581642,Slight,Car,27/11/2015
Northumbria,427350,575457,Slight,Car,28/11/2015
Northumbria,427350,575457,Slight,Car,28/11/2015
Northumbria,427874,579038,Slight,Car,30/11/2015
Northumbria,427874,579038,Slight,Car,30/11/2015
Northumbria,430878,579109,Slight,Car,02/12/2015
Northumbria,430377,580397,Slight,Pedal Cycle,02/12/2015
Northumbria,427816,578962,Slight,Car,03/12/2015
Northumbria,427816,578962,Slight,Car,03/12/2015
Northumbria,427816,578962,Slight,Car,03/12/2015
Northumbria,426469,576659,Slight,Car,05/12/2015
Northumbria,428238,578508,Slight,Car,05/12/2015
Northumbria,427198,574548,Serious,Car,07/12/2015
Northumbria,427198,574548,Slight,Car,07/12/2015
Northumbria,428482,581595,Slight,Car,09/12/2015
Northumbria,428482,581595,Slight,Car,09/12/2015
Northumbria,427457,575722,Slight,Car,09/12/2015
Northumbria,429557,578873,Slight,Motorcycle over 50cc and up to 125cc,11/12/2015
Northumbria,425785,577061,Serious,Car,11/12/2015
Northumbria,431709,576277,Slight,Car,12/12/2015
Northumbria,427605,576609,Slight,Car,14/12/2015
Northumbria,427605,576609,Slight,Car,14/12/2015
Northumbria,427605,576609,Slight,Car,14/12/2015
Northumbria,428515,581094,Slight,Motorcycle over 50cc and up to 125cc,15/12/2015
Northumbria,428515,581094,Slight,Motorcycle over 50cc and up to 125cc,15/12/2015
Northumbria,430138,580719,Slight,Bus or coach (17 or more passenger seats),17/12/2015
Northumbria,430986,581119,Slight,Pedal Cycle,18/12/2015
Northumbria,427518,576205,Slight,Car,19/12/2015
Northumbria,431525,581318,Slight,Car,20/12/2015
Northumbria,431525,581318,Slight,Car,20/12/2015
Northumbria,430771,579782,Slight,Bus or coach (17 or more passenger seats),21/12/2015
Northumbria,433798,575588,Slight,Car,22/12/2015
Northumbria,428479,581176,Slight,Car,26/12/2015
Northumbria,429461,575863,Slight,Bus or coach (17 or more passenger seats),05/01/2016
Northumbria,429077,581468,Slight,Bus or coach (17 or more passenger seats),07/01/2016
Northumbria,431390,579298,Slight,Car,07/01/2016
Northumbria,431390,579298,Slight,Car,07/01/2016
Northumbria,427503,579099,Slight,Car,07/01/2016
Northumbria,427503,579099,Slight,Car,07/01/2016
Northumbria,427948,579754,Slight,Car,07/01/2016
Northumbria,431700,581312,Slight,Car,09/01/2016
Northumbria,427361,576415,Slight,Car,12/01/2016
Northumbria,433815,576336,Slight,Car,13/01/2016
Northumbria,428295,578528,Slight,Car,15/01/2016
Northumbria,426998,581004,Slight,Car,15/01/2016
Northumbria,426998,581004,Slight,Car,15/01/2016
Northumbria,426998,581004,Slight,Car,15/01/2016
Northumbria,426998,581004,Slight,Car,15/01/2016
Northumbria,430428,580536,Slight,Bus or coach (17 or more passenger seats),18/01/2016
Northumbria,427648,576257,Slight,Car,19/01/2016
Northumbria,427648,576257,Slight,Car,19/01/2016
Northumbria,427648,576257,Slight,Car,19/01/2016
Northumbria,427071,577597,Serious,Car,19/01/2016
Northumbria,430785,575408,Serious,Car,25/01/2016
Northumbria,428853,576970,Slight,Car,26/01/2016
Northumbria,433759,576120,Slight,Car,28/01/2016
Northumbria,428504,581614,Slight,Car,28/01/2016
Northumbria,427846,579220,Slight,Car,02/02/2016
Northumbria,427943,573798,Slight,Car,03/02/2016
Northumbria,427943,573798,Slight,Car,03/02/2016
Northumbria,425939,578752,Slight,Car,04/02/2016
Northumbria,430957,580435,Slight,Car,06/02/2016
Northumbria,428249,582122,Slight,Car,08/02/2016
Northumbria,431951,579646,Slight,Car,10/02/2016
Northumbria,427677,577295,Slight,Car,15/02/2016
Northumbria,427677,577295,Slight,Car,15/02/2016
Northumbria,427677,577295,Slight,Car,15/02/2016
Northumbria,427677,577295,Slight,Car,15/02/2016
Northumbria,425362,577091,Serious,Car,17/02/2016
Northumbria,425362,577091,Slight,Car,17/02/2016
Northumbria,430322,578820,Slight,Pedal Cycle,19/02/2016
Northumbria,430862,579144,Slight,Car,20/02/2016
Northumbria,430862,579144,Slight,Car,20/02/2016
Northumbria,430862,579144,Slight,Car,20/02/2016
Northumbria,427606,576608,Slight,Car,21/02/2016
Northumbria,427606,576608,Slight,Car,21/02/2016
Northumbria,427874,579009,Serious,Car,26/02/2016
Northumbria,431841,579492,Slight,Bus or coach (17 or more passenger seats),26/02/2016
Northumbria,430845,581805,Slight,Pedal Cycle,04/03/2016
Northumbria,434016,561893,Slight,Car,12/02/2015
Northumbria,434407,560020,Slight,Car,18/02/2015
Northumbria,435083,561847,Serious,Car,20/03/2015
Northumbria,435941,561921,Slight,Car,30/03/2015
Northumbria,433955,561537,Slight,Car,24/06/2015
Northumbria,434758,560926,Slight,Car,14/07/2015
Northumbria,433916,560951,Slight,Car,16/07/2015
Northumbria,433916,560951,Slight,Car,16/07/2015
Northumbria,433875,560921,Slight,Car,20/07/2015
Northumbria,433864,562294,Slight,Car,26/07/2015
Northumbria,433864,562294,Slight,Car,26/07/2015
Northumbria,433864,562294,Slight,Car,26/07/2015
Northumbria,433883,560909,Slight,Motorcycle over 500cc,07/08/2015
Northumbria,433883,560909,Slight,Car,07/08/2015
Northumbria,435681,561348,Slight,Pedal Cycle,26/08/2015
Northumbria,434441,560052,Slight,Motorcycle over 50cc and up to 125cc,01/09/2015
Northumbria,434957,560999,Slight,Car,02/09/2015
Northumbria,434957,560999,Slight,Car,02/09/2015
Northumbria,434957,560999,Slight,Car,02/09/2015
Northumbria,434503,561705,Serious,Motorcycle over 50cc and up to 125cc,07/09/2015
Northumbria,436212,562154,Slight,Car,19/09/2015
Northumbria,434860,561700,Slight,Pedal Cycle,03/10/2015
Northumbria,435036,561842,Slight,Motorcycle over 50cc and up to 125cc,19/10/2015
Northumbria,435036,561842,Slight,Motorcycle over 50cc and up to 125cc,19/10/2015
Northumbria,435922,561991,Slight,Bus or coach (17 or more passenger seats),07/11/2015
Northumbria,434569,561720,Slight,Car,01/12/2015
Northumbria,434859,560968,Slight,Car,07/12/2015
Northumbria,434295,559631,Slight,Car,07/12/2015
Northumbria,434295,559631,Slight,Car,07/12/2015
Northumbria,434273,559671,Slight,Bus or coach (17 or more passenger seats),09/12/2015
Northumbria,434273,559671,Slight,Bus or coach (17 or more passenger seats),09/12/2015
Northumbria,435117,561850,Serious,Motorcycle over 500cc,13/12/2015
Northumbria,435077,561028,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,04/02/2016
Northumbria,435077,561028,Slight,Car,04/02/2016
Northumbria,433874,560915,Slight,Car,06/02/2016
Northumbria,434864,560958,Slight,Car,21/02/2016
Northumbria,434654,561561,Slight,Car,29/02/2016
Northumbria,425444,563305,Slight,Pedal Cycle,09/01/2015
Northumbria,425872,562337,Slight,Car,13/01/2015
Northumbria,425507,562486,Slight,Car,14/01/2015
Northumbria,425507,562486,Slight,Car,14/01/2015
Northumbria,426252,563223,Slight,Car,05/02/2015
Northumbria,426252,563223,Slight,Car,05/02/2015
Northumbria,425777,563113,Slight,Car,06/02/2015
Northumbria,425777,563113,Slight,Car,06/02/2015
Northumbria,426139,562735,Slight,Car,13/02/2015
Northumbria,425452,562669,Slight,Car,20/02/2015
Northumbria,425986,563144,Slight,Car,21/02/2015
Northumbria,425986,563144,Slight,Car,21/02/2015
Northumbria,425052,562736,Slight,Car,25/02/2015
Northumbria,425052,562736,Slight,Car,25/02/2015
Northumbria,425499,563069,Slight,Car,25/02/2015
Northumbria,425322,562911,Slight,Motorcycle over 50cc and up to 125cc,14/03/2015
Northumbria,425875,562360,Slight,Car,19/03/2015
Northumbria,425875,562360,Slight,Car,19/03/2015
Northumbria,425632,563293,Slight,Pedal Cycle,03/04/2015
Northumbria,425648,563403,Slight,Car,16/04/2015
Northumbria,426273,563207,Slight,Motorcycle over 500cc,23/04/2015
Northumbria,425931,563135,Slight,Car,29/04/2015
Northumbria,426875,562982,Slight,Car,08/05/2015
Northumbria,425686,563054,Slight,Pedal Cycle,21/05/2015
Northumbria,425832,562588,Slight,Motorcycle over 500cc,25/05/2015
Northumbria,425735,562513,Serious,Pedal Cycle,26/05/2015
Northumbria,425519,563005,Slight,Pedal Cycle,28/05/2015
Northumbria,425516,563469,Slight,Motorcycle over 50cc and up to 125cc,10/06/2015
Northumbria,425405,563415,Slight,Pedal Cycle,12/06/2015
Northumbria,425565,563441,Slight,Car,13/06/2015
Northumbria,425509,563490,Slight,Car,13/06/2015
Northumbria,425393,563442,Slight,Pedal Cycle,22/06/2015
Northumbria,425394,562803,Slight,Car,23/06/2015
Northumbria,424938,563371,Slight,Pedal Cycle,30/06/2015
Northumbria,425038,562717,Slight,Bus or coach (17 or more passenger seats),03/07/2015
Northumbria,426025,563161,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,09/07/2015
Northumbria,426025,563161,Slight,Car,09/07/2015
Northumbria,425388,563432,Slight,Bus or coach (17 or more passenger seats),10/07/2015
Northumbria,425360,562858,Slight,Car,15/07/2015
Northumbria,425337,563750,Slight,Car,25/07/2015
Northumbria,425337,563750,Slight,Car,25/07/2015
Northumbria,425337,563750,Slight,Car,25/07/2015
Northumbria,425337,563750,Slight,Car,25/07/2015
Northumbria,425337,563750,Slight,Car,25/07/2015
Northumbria,425484,563517,Slight,Car,31/07/2015
Northumbria,425373,562849,Slight,Car,03/08/2015
Northumbria,425373,562849,Slight,Car,03/08/2015
Northumbria,425373,562849,Slight,Car,03/08/2015
Northumbria,425373,562849,Slight,Car,03/08/2015
Northumbria,425789,562607,Slight,Bus or coach (17 or more passenger seats),04/08/2015
Northumbria,425789,562607,Slight,Bus or coach (17 or more passenger seats),04/08/2015
Northumbria,425391,563012,Slight,Car,11/08/2015
Northumbria,425502,563483,Slight,Car,14/08/2015
Northumbria,425502,563483,Slight,Car,14/08/2015
Northumbria,425312,563041,Slight,Pedal Cycle,02/09/2015
Northumbria,425511,563027,Slight,Pedal Cycle,04/09/2015
Northumbria,425551,562978,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,14/09/2015
Northumbria,425504,562557,Slight,Car,17/09/2015
Northumbria,425504,562557,Slight,Car,17/09/2015
Northumbria,425504,562557,Slight,Car,17/09/2015
Northumbria,426884,563001,Slight,Car,25/09/2015
Northumbria,425516,563485,Slight,Car,26/09/2015
Northumbria,425516,563485,Slight,Car,26/09/2015
Northumbria,425172,562816,Slight,Motorcycle over 50cc and up to 125cc,08/10/2015
Northumbria,425172,562816,Slight,Car,08/10/2015
Northumbria,426239,563819,Slight,Motorcycle over 125cc and up to 500cc,15/10/2015
Northumbria,425033,562717,Slight,Bus or coach (17 or more passenger seats),16/10/2015
Northumbria,425033,562717,Slight,Bus or coach (17 or more passenger seats),16/10/2015
Northumbria,425344,563390,Slight,Motorcycle over 50cc and up to 125cc,28/10/2015
Northumbria,425898,563720,Slight,Car,10/11/2015
Northumbria,425296,562866,Slight,Car,16/11/2015
Northumbria,426490,562469,Slight,Bus or coach (17 or more passenger seats),20/11/2015
Northumbria,425746,562836,Slight,Car,27/11/2015
Northumbria,426315,562294,Slight,Pedal Cycle,30/11/2015
Northumbria,425439,563510,Slight,Bus or coach (17 or more passenger seats),05/12/2015
Northumbria,425579,563453,Serious,Car,06/12/2015
Northumbria,425357,562856,Slight,Car,11/12/2015
Northumbria,425309,563041,Slight,Car,15/12/2015
Northumbria,425516,563645,Slight,Car,19/12/2015
Northumbria,425516,563645,Slight,Car,19/12/2015
Northumbria,425584,563451,Slight,Car,08/01/2016
Northumbria,425626,563350,Slight,Car,22/01/2016
Northumbria,425425,563559,Slight,Car,23/01/2016
Northumbria,425369,562907,Slight,Bus or coach (17 or more passenger seats),27/01/2016
Northumbria,425369,562907,Slight,Bus or coach (17 or more passenger seats),27/01/2016
Northumbria,426501,562458,Slight,Bus or coach (17 or more passenger seats),24/02/2016
Northumbria,426501,562458,Slight,Bus or coach (17 or more passenger seats),24/02/2016
Northumbria,427910,565135,Slight,Car,20/01/2015
Northumbria,427910,565135,Slight,Car,20/01/2015
Northumbria,428434,565196,Slight,Car,12/02/2015
Northumbria,427147,563672,Slight,Pedal Cycle,23/02/2015
Northumbria,427569,564621,Slight,Car,09/03/2015
Northumbria,428487,564941,Slight,Car,19/03/2015
Northumbria,428048,564458,Slight,Motorcycle over 50cc and up to 125cc,22/03/2015
Northumbria,427162,563874,Serious,Motorcycle over 500cc,24/03/2015
Northumbria,427524,564725,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,09/04/2015
Northumbria,427524,564725,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,09/04/2015
Northumbria,427524,564725,Slight,Car,09/04/2015
Northumbria,427525,564724,Slight,Pedal Cycle,15/04/2015
Northumbria,428050,564453,Slight,Pedal Cycle,25/04/2015
Northumbria,428158,564532,Slight,Car,03/05/2015
Northumbria,428455,565108,Slight,Car,08/05/2015
Northumbria,427126,564240,Slight,Pedal Cycle,14/05/2015
Northumbria,427159,563875,Slight,Car,19/05/2015
Northumbria,426562,564604,Slight,Car,17/06/2015
Northumbria,426562,564604,Slight,Car,17/06/2015
Northumbria,426444,564500,Slight,Pedal Cycle,05/08/2015
Northumbria,427008,564263,Slight,Car,06/08/2015
Northumbria,427008,564263,Slight,Car,06/08/2015
Northumbria,427812,564431,Slight,Car,15/08/2015
Northumbria,427536,564726,Slight,Car,27/08/2015
Northumbria,427536,564726,Slight,Car,27/08/2015
Northumbria,427536,564726,Slight,Car,27/08/2015
Northumbria,426925,564258,Serious,Car,19/09/2015
Northumbria,426925,564258,Slight,Car,19/09/2015
Northumbria,426925,564258,Slight,Car,19/09/2015
Northumbria,426925,564258,Slight,Car,19/09/2015
Northumbria,427243,564732,Slight,Car,05/10/2015
Northumbria,426490,564635,Slight,Minibus (8 - 16 passenger seats),27/10/2015
Northumbria,427542,564704,Slight,Bus or coach (17 or more passenger seats),27/10/2015
Northumbria,427542,564704,Slight,Bus or coach (17 or more passenger seats),27/10/2015
Northumbria,427542,564704,Slight,Bus or coach (17 or more passenger seats),27/10/2015
Northumbria,427699,564095,Serious,Car,05/11/2015
Northumbria,427572,564620,Serious,Pedal Cycle,12/11/2015
Northumbria,428355,564577,Slight,Motorcycle over 50cc and up to 125cc,27/11/2015
Northumbria,427524,564725,Slight,Car,02/01/2016
Northumbria,427064,563898,Slight,Car,11/01/2016
Northumbria,427064,563898,Slight,Car,11/01/2016
Northumbria,427159,563759,Slight,Car,22/01/2016
Northumbria,428305,564495,Slight,Pedal Cycle,28/02/2016
Northumbria,427464,571641,Slight,Bus or coach (17 or more passenger seats),15/01/2015
Northumbria,427464,571641,Slight,Bus or coach (17 or more passenger seats),15/01/2015
Northumbria,427464,571641,Serious,Bus or coach (17 or more passenger seats),15/01/2015
Northumbria,426863,572031,Slight,Bus or coach (17 or more passenger seats),19/01/2015
Northumbria,428235,573362,Slight,Car,03/02/2015
Northumbria,428235,573362,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,03/02/2015
Northumbria,428483,573043,Slight,Car,20/02/2015
Northumbria,428703,572441,Slight,Pedal Cycle,26/03/2015
Northumbria,426595,573707,Slight,Car,17/05/2015
Northumbria,427964,572076,Slight,Pedal Cycle,01/06/2015
Northumbria,427956,572070,Slight,Pedal Cycle,11/08/2015
Northumbria,427949,571788,Slight,Taxi/Private hire car,15/08/2015
Northumbria,426941,572155,Slight,Bus or coach (17 or more passenger seats),05/09/2015
Northumbria,427012,572388,Slight,Car,17/09/2015
Northumbria,427052,573489,Slight,Pedal Cycle,22/09/2015
Northumbria,427325,570471,Slight,Bus or coach (17 or more passenger seats),16/10/2015
Northumbria,427325,570471,Slight,Bus or coach (17 or more passenger seats),16/10/2015
Northumbria,427022,574021,Slight,Car,31/10/2015
Northumbria,426875,571843,Slight,Motorcycle over 50cc and up to 125cc,18/11/2015
Northumbria,428692,572441,Slight,Car,02/12/2015
Northumbria,426552,572735,Slight,Car,11/01/2016
Northumbria,427014,572546,Slight,Bus or coach (17 or more passenger seats),16/02/2016
Northumbria,420189,586367,Slight,Motorcycle over 50cc and up to 125cc,05/01/2015
Northumbria,427287,590572,Slight,Car,08/01/2015
Northumbria,409265,580485,Slight,Car,08/01/2015
Northumbria,421121,587330,Slight,Car,08/01/2015
Northumbria,421121,587330,Slight,Car,08/01/2015
Northumbria,421121,587330,Slight,Car,08/01/2015
Northumbria,421121,587330,Slight,Car,08/01/2015
Northumbria,421401,579909,Slight,Goods vehicle 7.5 tonnes mgw and over,09/01/2015
Northumbria,417451,586195,Slight,Car,16/01/2015
Northumbria,420592,582340,Slight,Car,19/01/2015
Northumbria,423676,599354,Slight,Car,20/01/2015
Northumbria,423676,599354,Slight,Car,20/01/2015
Northumbria,423676,599354,Slight,Car,20/01/2015
Northumbria,417935,575571,Slight,Car,20/01/2015
Northumbria,418806,592332,Slight,Car,21/01/2015
Northumbria,415354,571773,Serious,Car,23/01/2015
Northumbria,415354,571773,Serious,Car,23/01/2015
Northumbria,420195,586355,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,24/01/2015
Northumbria,420195,586355,Slight,Car,24/01/2015
Northumbria,419056,595291,Slight,Car,25/01/2015
Northumbria,421734,578235,Slight,Car,30/01/2015
Northumbria,421734,578235,Slight,Car,30/01/2015
Northumbria,427248,592355,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,03/02/2015
Northumbria,427248,592355,Slight,Car,03/02/2015
Northumbria,420800,581505,Slight,Car,04/02/2015
Northumbria,414336,596409,Slight,Motorcycle over 500cc,05/02/2015
Northumbria,427185,590249,Slight,Car,06/02/2015
Northumbria,427185,590249,Slight,Car,06/02/2015
Northumbria,427185,590249,Slight,Car,06/02/2015
Northumbria,427185,590249,Slight,Car,06/02/2015
Northumbria,422452,576598,Slight,Car,09/02/2015
Northumbria,423573,593499,Slight,Car,13/02/2015
Northumbria,418997,586150,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,14/02/2015
Northumbria,420029,586297,Slight,Car,16/02/2015
Northumbria,425578,600179,Slight,Car,20/02/2015
Northumbria,416818,572848,Slight,Car,23/02/2015
Northumbria,419126,585401,Slight,Pedal Cycle,23/02/2015
Northumbria,427289,590623,Slight,Car,26/02/2015
Northumbria,427289,590623,Slight,Car,26/02/2015
Northumbria,410360,571837,Slight,Car,04/03/2015
Northumbria,404339,568431,Serious,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,07/03/2015
Northumbria,404339,568431,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,07/03/2015
Northumbria,404339,568431,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,07/03/2015
Northumbria,419556,585941,Slight,Car,13/03/2015
Northumbria,412769,582785,Serious,Motorcycle over 500cc,16/03/2015
Northumbria,422598,576179,Slight,Car,18/03/2015
Northumbria,415161,571624,Slight,Car,27/03/2015
Northumbria,418187,587447,Slight,Car,27/03/2015
Northumbria,403068,573598,Fatal,Car,29/03/2015
Northumbria,419665,575520,Slight,Car,01/04/2015
Northumbria,415701,570628,Slight,Car,03/04/2015
Northumbria,418919,593865,Slight,Car,03/04/2015
Northumbria,418919,593865,Slight,Car,03/04/2015
Northumbria,418919,593865,Slight,Car,03/04/2015
Northumbria,418919,593865,Slight,Car,03/04/2015
Northumbria,418919,593865,Slight,Car,03/04/2015
Northumbria,418919,593865,Slight,Car,03/04/2015
Northumbria,419351,579764,Serious,Motorcycle over 50cc and up to 125cc,05/04/2015
Northumbria,422865,585471,Slight,Car,05/04/2015
Northumbria,422865,585471,Slight,Car,05/04/2015
Northumbria,418555,584195,Serious,Car,06/04/2015
Northumbria,414386,571434,Slight,Car,16/04/2015
Northumbria,422596,587450,Slight,Car,17/04/2015
Northumbria,422453,576592,Serious,Car,20/04/2015
Northumbria,422453,576592,Slight,Car,20/04/2015
Northumbria,422453,576592,Serious,Car,20/04/2015
Northumbria,408152,573872,Slight,Pedal Cycle,26/04/2015
Northumbria,414381,571422,Serious,Car,28/04/2015
Northumbria,420732,584750,Slight,Car,02/05/2015
Northumbria,419667,585156,Slight,Car,08/05/2015
Northumbria,429292,590958,Slight,Motorcycle 50cc and Under,08/05/2015
Northumbria,418413,589778,Slight,Car,08/05/2015
Northumbria,418413,589778,Slight,Car,08/05/2015
Northumbria,426138,593319,Slight,Car,11/05/2015
Northumbria,421719,584017,Serious,Car,12/05/2015
Northumbria,418413,589777,Slight,Car,13/05/2015
Northumbria,418413,589777,Slight,Car,13/05/2015
Northumbria,415767,572869,Serious,Motorcycle over 500cc,15/05/2015
Northumbria,415767,572869,Slight,Car,15/05/2015
Northumbria,418136,584760,Slight,Car,15/05/2015
Northumbria,418136,584760,Slight,Car,15/05/2015
Northumbria,419511,586374,Slight,Car,18/05/2015
Northumbria,422863,585471,Slight,Car,19/05/2015
Northumbria,417647,585569,Slight,Car,24/05/2015
Northumbria,415329,571754,Serious,Car,26/05/2015
Northumbria,415329,571754,Slight,Car,26/05/2015
Northumbria,417652,585568,Slight,Car,27/05/2015
Northumbria,413952,567774,Slight,Car,29/05/2015
Northumbria,419498,585889,Slight,Car,31/05/2015
Northumbria,419885,583032,Slight,Car,11/06/2015
Northumbria,419885,583032,Slight,Car,11/06/2015
Northumbria,419885,583032,Slight,Car,11/06/2015
Northumbria,411755,578009,Serious,Motorcycle over 500cc,12/06/2015
Northumbria,413493,580016,Serious,Pedal Cycle,12/06/2015
Northumbria,427308,591826,Slight,Pedal Cycle,14/06/2015
Northumbria,414140,597500,Slight,Car,18/06/2015
Northumbria,414140,597500,Slight,Car,18/06/2015
Northumbria,420886,584829,Slight,Car,19/06/2015
Northumbria,420886,584829,Slight,Car,19/06/2015
Northumbria,420886,584829,Slight,Car,19/06/2015
Northumbria,419796,585848,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,19/06/2015
Northumbria,409511,579862,Serious,Car,21/06/2015
Northumbria,409511,579862,Slight,Car,21/06/2015
Northumbria,420097,586219,Slight,Car,23/06/2015
Northumbria,414055,574490,Serious,Car,26/06/2015
Northumbria,414055,574490,Slight,Car,26/06/2015
Northumbria,419825,575425,Slight,Car,26/06/2015
Northumbria,419825,575425,Slight,Car,26/06/2015
Northumbria,419825,575425,Slight,Car,26/06/2015
Northumbria,419825,575425,Slight,Car,26/06/2015
Northumbria,418474,596628,Slight,Car,27/06/2015
Northumbria,418474,596628,Slight,Car,27/06/2015
Northumbria,421233,579448,Fatal,Car,01/07/2015
Northumbria,415199,573424,Slight,Car,02/07/2015
Northumbria,415199,573424,Slight,Car,02/07/2015
Northumbria,404898,572682,Slight,Pedal Cycle,05/07/2015
Northumbria,421187,587920,Serious,Motorcycle over 500cc,10/07/2015
Northumbria,419504,595177,Slight,Car,13/07/2015
Northumbria,419062,595116,Slight,Car,14/07/2015
Northumbria,418554,587122,Slight,Car,16/07/2015
Northumbria,412726,594694,Slight,Motorcycle over 500cc,17/07/2015
Northumbria,424676,592708,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,22/07/2015
Northumbria,403348,583914,Slight,Car,26/07/2015
Northumbria,403348,583914,Slight,Car,26/07/2015
Northumbria,403348,583914,Slight,Car,26/07/2015
Northumbria,420009,585394,Slight,Car,27/07/2015
Northumbria,414610,595160,Slight,Other Vehicle,31/07/2015
Northumbria,421818,576086,Slight,Car,05/08/2015
Northumbria,421818,576086,Slight,Car,05/08/2015
Northumbria,421818,576086,Slight,Car,05/08/2015
Northumbria,421818,576086,Serious,Car,05/08/2015
Northumbria,421818,576086,Slight,Car,05/08/2015
Northumbria,421818,576086,Slight,Car,05/08/2015
Northumbria,421818,576086,Slight,Car,05/08/2015
Northumbria,422329,587457,Slight,Car,05/08/2015
Northumbria,422329,587457,Slight,Car,05/08/2015
Northumbria,422329,587457,Slight,Car,05/08/2015
Northumbria,412913,581455,Serious,Car,10/08/2015
Northumbria,412913,581455,Serious,Car,10/08/2015
Northumbria,423519,593355,Serious,Motorcycle over 50cc and up to 125cc,10/08/2015
Northumbria,415127,573473,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,14/08/2015
Northumbria,417641,585682,Slight,Car,14/08/2015
Northumbria,417641,585682,Slight,Car,14/08/2015
Northumbria,417641,585682,Slight,Car,14/08/2015
Northumbria,423349,574584,Slight,Car,15/08/2015
Northumbria,423349,574584,Slight,Car,15/08/2015
Northumbria,423349,574584,Slight,Car,15/08/2015
Northumbria,421363,584272,Serious,Motorcycle over 500cc,15/08/2015
Northumbria,419823,583100,Slight,Car,15/08/2015
Northumbria,419823,583100,Slight,Car,15/08/2015
Northumbria,419500,585749,Slight,Car,18/08/2015
Northumbria,419500,585749,Slight,Bus or coach (17 or more passenger seats),18/08/2015
Northumbria,419500,585749,Slight,Car,18/08/2015
Northumbria,419500,585749,Slight,Bus or coach (17 or more passenger seats),18/08/2015
Northumbria,419500,585749,Slight,Bus or coach (17 or more passenger seats),18/08/2015
Northumbria,421859,577633,Slight,Car,20/08/2015
Northumbria,421356,585108,Slight,Car,21/08/2015
Northumbria,421356,585108,Slight,Car,21/08/2015
Northumbria,421242,598317,Slight,Car,22/08/2015
Northumbria,421242,598317,Slight,Car,22/08/2015
Northumbria,421242,598317,Slight,Car,22/08/2015
Northumbria,403737,568500,Slight,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,22/08/2015
Northumbria,418664,596287,Slight,Car,28/08/2015
Northumbria,418664,596287,Slight,Car,28/08/2015
Northumbria,418664,596287,Slight,Car,28/08/2015
Northumbria,416515,573379,Slight,Car,30/08/2015
Northumbria,416515,573379,Slight,Car,30/08/2015
Northumbria,416077,595262,Slight,Car,31/08/2015
Northumbria,416554,572955,Slight,Car,03/09/2015
Northumbria,416554,573221,Slight,Car,08/09/2015
Northumbria,416554,573221,Slight,Car,08/09/2015
Northumbria,425817,594559,Serious,Other Vehicle,16/09/2015
Northumbria,416557,572985,Slight,Car,18/09/2015
Northumbria,416557,572985,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,18/09/2015
Northumbria,417515,597902,Slight,Car,18/09/2015
Northumbria,417515,597902,Slight,Car,18/09/2015
Northumbria,422526,588901,Slight,Car,24/09/2015
Northumbria,423647,574930,Serious,Motorcycle over 125cc and up to 500cc,25/09/2015
Northumbria,423647,574930,Serious,Motorcycle over 125cc and up to 500cc,25/09/2015
Northumbria,417000,572804,Slight,Car,27/09/2015
Northumbria,417000,572804,Slight,Car,27/09/2015
Northumbria,417000,572804,Slight,Car,27/09/2015
Northumbria,417000,572804,Slight,Car,27/09/2015
Northumbria,407691,571337,Slight,Motorcycle over 500cc,01/10/2015
Northumbria,418411,589781,Slight,Car,01/10/2015
Northumbria,410333,567697,Slight,Car,05/10/2015
Northumbria,410333,567697,Slight,Car,05/10/2015
Northumbria,410333,567697,Slight,Car,05/10/2015
Northumbria,410333,567697,Slight,Car,05/10/2015
